org_id,vocabulary,code,confidence
GB-CHC-1061479,overseas_engagement,funds_partners_abroad,medium
GB-CHC-1061514,sdg_primary,1,high
GB-CHC-1061514,sdg_secondary,4,high
GB-CHC-1061514,sdg_secondary,6,high
GB-CHC-1061514,overseas_engagement,operates_directly_abroad,high
GB-CHC-1061526,sdg_primary,1,high
GB-CHC-1061526,sdg_secondary,3,high
GB-CHC-1061526,sdg_secondary,4,high
GB-CHC-1061526,overseas_engagement,funds_partners_abroad,high
GB-CHC-1061534,sdg_primary,3,high
GB-CHC-1061534,sdg_secondary,15,high
GB-CHC-1061534,overseas_engagement,funds_partners_abroad,high
GB-CHC-1061560,sdg_primary,1,medium
GB-CHC-1061560,sdg_secondary,3,medium
GB-CHC-1061560,overseas_engagement,funds_partners_abroad,high
GB-CHC-1061589,sdg_primary,1,high
GB-CHC-1061589,sdg_secondary,3,high
GB-CHC-1061589,sdg_secondary,4,high
GB-CHC-1061589,overseas_engagement,operates_directly_abroad,high
GB-CHC-1061622,sdg_primary,4,high
GB-CHC-1061622,sdg_secondary,17,high
GB-CHC-1061622,overseas_engagement,operates_directly_abroad,high
GB-CHC-1061629,sdg_primary,4,high
GB-CHC-1061629,sdg_secondary,1,high
GB-CHC-1061629,sdg_secondary,16,high
GB-CHC-1061629,overseas_engagement,funds_partners_abroad,high
GB-CHC-1061661,sdg_primary,1,low
GB-CHC-1061661,sdg_secondary,16,low
GB-CHC-1061661,overseas_engagement,uk_fundraising_only,low
GB-CHC-1061821,sdg_primary,1,high
GB-CHC-1061821,sdg_secondary,3,high
GB-CHC-1061821,sdg_secondary,4,high
GB-CHC-1061821,overseas_engagement,operates_directly_abroad,high
GB-CHC-1061834,sdg_primary,1,high
GB-CHC-1061834,sdg_secondary,4,high
GB-CHC-1061834,sdg_secondary,8,high
GB-CHC-1061834,overseas_engagement,funds_partners_abroad,high
GB-CHC-1061939,sdg_primary,16,low
GB-CHC-1061939,overseas_engagement,operates_directly_abroad,high
GB-CHC-1061963,sdg_primary,1,medium
GB-CHC-1061963,sdg_secondary,16,medium
GB-CHC-1061963,overseas_engagement,operates_directly_abroad,high
GB-CHC-1061999,sdg_primary,1,high
GB-CHC-1061999,sdg_secondary,16,high
GB-CHC-1061999,overseas_engagement,funds_partners_abroad,medium
GB-CHC-1062032,sdg_primary,17,medium
GB-CHC-1062032,sdg_secondary,1,medium
GB-CHC-1062032,overseas_engagement,uk_fundraising_only,low
GB-CHC-1062055,sdg_primary,1,low
GB-CHC-1062055,sdg_secondary,4,low
GB-CHC-1062055,overseas_engagement,uk_fundraising_only,low
GB-CHC-1062059,sdg_primary,16,medium
GB-CHC-1062059,sdg_secondary,1,medium
GB-CHC-1062059,sdg_secondary,4,medium
GB-CHC-1062059,overseas_engagement,uk_fundraising_only,low
GB-CHC-1062070,sdg_primary,1,high
GB-CHC-1062070,overseas_engagement,funds_partners_abroad,high
GB-CHC-1062106,sdg_primary,1,medium
GB-CHC-1062106,sdg_secondary,16,medium
GB-CHC-1062106,overseas_engagement,uk_fundraising_only,low
GB-CHC-1062142,sdg_primary,9,medium
GB-CHC-1062142,overseas_engagement,uk_fundraising_only,high
GB-CHC-1062155,sdg_primary,4,high
GB-CHC-1062155,sdg_secondary,1,high
GB-CHC-1062155,overseas_engagement,operates_directly_abroad,high
GB-CHC-1062191,sdg_primary,16,high
GB-CHC-1062191,sdg_secondary,4,high
GB-CHC-1062191,sdg_secondary,17,high
GB-CHC-1062191,overseas_engagement,funds_partners_abroad,high
GB-CHC-1062205,sdg_primary,1,high
GB-CHC-1062205,sdg_secondary,3,high
GB-CHC-1062205,sdg_secondary,4,high
GB-CHC-1062205,overseas_engagement,operates_directly_abroad,high
GB-CHC-1062250,sdg_primary,4,high
GB-CHC-1062250,overseas_engagement,funds_partners_abroad,high
GB-CHC-1062252,sdg_primary,15,low
GB-CHC-1062252,sdg_secondary,3,low
GB-CHC-1062252,overseas_engagement,uk_fundraising_only,low
GB-CHC-1062277,sdg_primary,1,low
GB-CHC-1062277,overseas_engagement,uk_fundraising_only,low
GB-CHC-1062319,sdg_primary,8,high
GB-CHC-1062319,sdg_secondary,15,high
GB-CHC-1062319,overseas_engagement,uk_fundraising_only,high
GB-CHC-1062342,sdg_primary,16,medium
GB-CHC-1062342,sdg_secondary,1,medium
GB-CHC-1062342,overseas_engagement,uk_fundraising_only,low
GB-CHC-1062357,sdg_primary,4,high
GB-CHC-1062357,sdg_secondary,16,high
GB-CHC-1062357,overseas_engagement,funds_partners_abroad,medium
GB-CHC-1062441,sdg_primary,10,high
GB-CHC-1062441,sdg_secondary,4,high
GB-CHC-1062441,overseas_engagement,operates_directly_abroad,high
GB-CHC-1062527,sdg_primary,16,high
GB-CHC-1062527,sdg_secondary,1,high
GB-CHC-1062527,sdg_secondary,8,high
GB-CHC-1062527,overseas_engagement,operates_directly_abroad,medium
GB-CHC-1062560,sdg_primary,1,high
GB-CHC-1062560,sdg_secondary,3,high
GB-CHC-1062560,sdg_secondary,4,high
GB-CHC-1062560,overseas_engagement,funds_partners_abroad,high
GB-CHC-1062561,sdg_primary,16,high
GB-CHC-1062561,sdg_secondary,1,high
GB-CHC-1062561,sdg_secondary,8,high
GB-CHC-1062561,overseas_engagement,operates_directly_abroad,high
GB-CHC-1062573,sdg_primary,1,high
GB-CHC-1062573,sdg_secondary,3,high
GB-CHC-1062573,sdg_secondary,4,high
GB-CHC-1062573,overseas_engagement,operates_directly_abroad,high
GB-CHC-1062623,sdg_primary,1,high
GB-CHC-1062623,sdg_secondary,3,high
GB-CHC-1062623,overseas_engagement,funds_partners_abroad,high
GB-CHC-1062629,sdg_primary,3,high
GB-CHC-1062629,sdg_secondary,4,high
GB-CHC-1062629,overseas_engagement,operates_directly_abroad,high
GB-CHC-1062647,sdg_primary,1,low
GB-CHC-1062647,overseas_engagement,uk_fundraising_only,low
GB-CHC-1062700,sdg_primary,16,medium
GB-CHC-1062700,sdg_secondary,1,medium
GB-CHC-1062700,overseas_engagement,funds_partners_abroad,medium
GB-CHC-1062728,sdg_primary,1,high
GB-CHC-1062728,sdg_secondary,4,high
GB-CHC-1062728,sdg_secondary,8,high
GB-CHC-1062728,overseas_engagement,operates_directly_abroad,high
GB-CHC-1062739,sdg_primary,16,medium
GB-CHC-1062739,sdg_secondary,1,medium
GB-CHC-1062739,sdg_secondary,4,medium
GB-CHC-1062739,overseas_engagement,uk_fundraising_only,low
GB-CHC-1062756,sdg_primary,4,high
GB-CHC-1062756,sdg_secondary,16,high
GB-CHC-1062756,overseas_engagement,operates_directly_abroad,high
GB-CHC-1062822,sdg_primary,4,high
GB-CHC-1062822,overseas_engagement,uk_fundraising_only,high
GB-CHC-1062823,sdg_primary,4,high
GB-CHC-1062823,sdg_secondary,3,high
GB-CHC-1062823,sdg_secondary,10,high
GB-CHC-1062823,overseas_engagement,operates_directly_abroad,high
GB-CHC-1062847,sdg_primary,1,medium
GB-CHC-1062847,sdg_secondary,16,medium
GB-CHC-1062847,overseas_engagement,operates_directly_abroad,medium
GB-CHC-1062890,sdg_primary,4,medium
GB-CHC-1062890,sdg_secondary,1,medium
GB-CHC-1062890,sdg_secondary,16,medium
GB-CHC-1062890,overseas_engagement,uk_fundraising_only,high
GB-CHC-1062914,sdg_primary,16,high
GB-CHC-1062914,sdg_secondary,1,high
GB-CHC-1062914,sdg_secondary,4,high
GB-CHC-1062914,overseas_engagement,funds_partners_abroad,high
GB-CHC-1062931,sdg_primary,3,high
GB-CHC-1062931,overseas_engagement,operates_directly_abroad,high
GB-CHC-1062953,sdg_primary,4,high
GB-CHC-1062953,sdg_secondary,10,high
GB-CHC-1062953,overseas_engagement,operates_directly_abroad,high
GB-CHC-1062964,sdg_primary,1,high
GB-CHC-1062964,sdg_secondary,10,high
GB-CHC-1062964,sdg_secondary,16,high
GB-CHC-1062964,overseas_engagement,funds_partners_abroad,high
GB-CHC-1062987,sdg_primary,1,low
GB-CHC-1062987,sdg_secondary,16,low
GB-CHC-1062987,overseas_engagement,uk_fundraising_only,low
GB-CHC-1063021,sdg_primary,3,high
GB-CHC-1063021,sdg_secondary,4,high
GB-CHC-1063021,sdg_secondary,10,high
GB-CHC-1063021,overseas_engagement,funds_partners_abroad,high
GB-CHC-1063033,sdg_primary,1,medium
GB-CHC-1063033,sdg_secondary,3,medium
GB-CHC-1063033,sdg_secondary,16,medium
GB-CHC-1063033,overseas_engagement,funds_partners_abroad,medium
GB-CHC-1063050,sdg_primary,1,low
GB-CHC-1063050,overseas_engagement,funds_partners_abroad,medium
GB-CHC-1063173,sdg_primary,1,high
GB-CHC-1063173,sdg_secondary,3,high
GB-CHC-1063173,sdg_secondary,4,high
GB-CHC-1063173,overseas_engagement,funds_partners_abroad,high
GB-CHC-1063185,sdg_primary,3,medium
GB-CHC-1063185,sdg_secondary,4,medium
GB-CHC-1063185,sdg_secondary,10,medium
GB-CHC-1063185,overseas_engagement,operates_directly_abroad,high
GB-CHC-1063218,sdg_primary,15,high
GB-CHC-1063218,sdg_secondary,4,high
GB-CHC-1063218,sdg_secondary,13,high
GB-CHC-1063218,overseas_engagement,operates_directly_abroad,high
GB-CHC-1063228,sdg_primary,1,low
GB-CHC-1063228,overseas_engagement,uk_fundraising_only,low
GB-CHC-1063335,sdg_primary,3,medium
GB-CHC-1063335,sdg_secondary,4,medium
GB-CHC-1063335,sdg_secondary,10,medium
GB-CHC-1063335,overseas_engagement,uk_fundraising_only,high
GB-CHC-1063343,sdg_primary,4,high
GB-CHC-1063343,overseas_engagement,funds_partners_abroad,high
GB-CHC-1063397,sdg_primary,3,high
GB-CHC-1063397,sdg_secondary,4,high
GB-CHC-1063397,sdg_secondary,6,high
GB-CHC-1063397,overseas_engagement,operates_directly_abroad,high
GB-CHC-1063406,sdg_primary,4,high
GB-CHC-1063406,sdg_secondary,1,high
GB-CHC-1063406,overseas_engagement,operates_directly_abroad,high
GB-CHC-1063473,sdg_primary,16,low
GB-CHC-1063473,sdg_secondary,1,low
GB-CHC-1063473,overseas_engagement,uk_fundraising_only,low
GB-CHC-1063491,sdg_primary,3,high
GB-CHC-1063491,sdg_secondary,4,high
GB-CHC-1063491,overseas_engagement,uk_fundraising_only,high
GB-CHC-1063494,sdg_primary,4,high
GB-CHC-1063494,sdg_secondary,3,high
GB-CHC-1063494,sdg_secondary,5,high
GB-CHC-1063494,overseas_engagement,operates_directly_abroad,high
GB-CHC-1063529,sdg_primary,4,high
GB-CHC-1063529,sdg_secondary,3,high
GB-CHC-1063529,overseas_engagement,operates_directly_abroad,high
GB-CHC-1063549,sdg_primary,16,low
GB-CHC-1063549,sdg_secondary,1,low
GB-CHC-1063549,overseas_engagement,uk_fundraising_only,low
GB-CHC-1063559,sdg_primary,3,high
GB-CHC-1063559,overseas_engagement,funds_partners_abroad,medium
GB-CHC-1063570,sdg_primary,1,high
GB-CHC-1063570,sdg_secondary,8,high
GB-CHC-1063570,sdg_secondary,12,high
GB-CHC-1063570,overseas_engagement,funds_partners_abroad,high
GB-CHC-1063582,sdg_primary,4,medium
GB-CHC-1063582,sdg_secondary,15,medium
GB-CHC-1063582,overseas_engagement,operates_directly_abroad,medium
GB-CHC-1063645,sdg_primary,4,high
GB-CHC-1063645,overseas_engagement,uk_fundraising_only,high
GB-CHC-1063647,sdg_primary,3,high
GB-CHC-1063647,sdg_secondary,4,high
GB-CHC-1063647,sdg_secondary,10,high
GB-CHC-1063647,overseas_engagement,operates_directly_abroad,high
GB-CHC-1063649,sdg_primary,4,high
GB-CHC-1063649,sdg_secondary,1,high
GB-CHC-1063649,sdg_secondary,5,high
GB-CHC-1063649,overseas_engagement,operates_directly_abroad,high
GB-CHC-1063658,sdg_primary,1,medium
GB-CHC-1063658,sdg_secondary,3,medium
GB-CHC-1063658,sdg_secondary,13,medium
GB-CHC-1063658,overseas_engagement,funds_partners_abroad,medium
GB-CHC-1063660,sdg_primary,4,high
GB-CHC-1063660,sdg_secondary,11,high
GB-CHC-1063660,overseas_engagement,operates_directly_abroad,high
GB-CHC-1063713,sdg_primary,16,low
GB-CHC-1063713,overseas_engagement,uk_fundraising_only,high
GB-CHC-1063727,sdg_primary,4,high
GB-CHC-1063727,sdg_secondary,16,high
GB-CHC-1063727,overseas_engagement,funds_partners_abroad,high
GB-CHC-1063752,sdg_primary,1,medium
GB-CHC-1063752,sdg_secondary,4,medium
GB-CHC-1063752,overseas_engagement,funds_partners_abroad,high
GB-CHC-1063756,sdg_primary,3,high
GB-CHC-1063756,sdg_secondary,4,high
GB-CHC-1063756,sdg_secondary,10,high
GB-CHC-1063756,overseas_engagement,operates_directly_abroad,high
GB-CHC-1063779,sdg_primary,3,high
GB-CHC-1063779,overseas_engagement,funds_partners_abroad,high
GB-CHC-1063781,sdg_primary,4,medium
GB-CHC-1063781,sdg_secondary,1,medium
GB-CHC-1063781,sdg_secondary,16,medium
GB-CHC-1063781,overseas_engagement,operates_directly_abroad,medium
GB-CHC-1063793,sdg_primary,16,low
GB-CHC-1063793,sdg_secondary,1,low
GB-CHC-1063793,overseas_engagement,uk_fundraising_only,low
GB-CHC-1063835,sdg_primary,4,high
GB-CHC-1063835,sdg_secondary,3,high
GB-CHC-1063835,overseas_engagement,funds_partners_abroad,high
GB-CHC-1063867,sdg_primary,1,high
GB-CHC-1063867,sdg_secondary,3,high
GB-CHC-1063867,sdg_secondary,4,high
GB-CHC-1063867,overseas_engagement,funds_partners_abroad,high
GB-CHC-1063882,sdg_primary,16,high
GB-CHC-1063882,sdg_secondary,1,high
GB-CHC-1063882,overseas_engagement,funds_partners_abroad,high
GB-CHC-1063904,sdg_primary,16,medium
GB-CHC-1063904,sdg_secondary,1,medium
GB-CHC-1063904,overseas_engagement,operates_directly_abroad,low
GB-CHC-1063908,sdg_primary,3,high
GB-CHC-1063908,sdg_secondary,1,high
GB-CHC-1063908,sdg_secondary,4,high
GB-CHC-1063908,overseas_engagement,operates_directly_abroad,high
GB-CHC-1063921,sdg_primary,4,high
GB-CHC-1063921,sdg_secondary,1,high
GB-CHC-1063921,overseas_engagement,funds_partners_abroad,medium
GB-CHC-1063932,sdg_primary,1,high
GB-CHC-1063932,sdg_secondary,3,high
GB-CHC-1063932,sdg_secondary,4,high
GB-CHC-1063932,overseas_engagement,funds_partners_abroad,high
GB-CHC-1063935,sdg_primary,3,high
GB-CHC-1063935,sdg_secondary,1,high
GB-CHC-1063935,sdg_secondary,4,high
GB-CHC-1063935,overseas_engagement,uk_fundraising_only,low
GB-CHC-1063937,sdg_primary,4,medium
GB-CHC-1063937,overseas_engagement,uk_fundraising_only,high
GB-CHC-1063939,sdg_primary,4,high
GB-CHC-1063939,sdg_secondary,16,high
GB-CHC-1063939,overseas_engagement,funds_partners_abroad,medium
GB-CHC-1063942,sdg_primary,4,high
GB-CHC-1063942,overseas_engagement,funds_partners_abroad,medium
GB-CHC-1063952,sdg_primary,4,high
GB-CHC-1063952,sdg_secondary,16,high
GB-CHC-1063952,overseas_engagement,funds_partners_abroad,medium
GB-CHC-1063953,sdg_primary,1,low
GB-CHC-1063953,overseas_engagement,uk_fundraising_only,low
GB-CHC-1063958,sdg_primary,1,medium
GB-CHC-1063958,sdg_secondary,4,medium
GB-CHC-1063958,sdg_secondary,16,medium
GB-CHC-1063958,overseas_engagement,uk_fundraising_only,low
GB-CHC-1063960,sdg_primary,4,high
GB-CHC-1063960,sdg_secondary,1,high
GB-CHC-1063960,sdg_secondary,16,high
GB-CHC-1063960,overseas_engagement,operates_directly_abroad,high
GB-CHC-1063976,sdg_primary,1,high
GB-CHC-1063976,sdg_secondary,4,high
GB-CHC-1063976,overseas_engagement,operates_directly_abroad,high
GB-CHC-1063998,sdg_primary,1,medium
GB-CHC-1063998,sdg_secondary,4,medium
GB-CHC-1063998,sdg_secondary,16,medium
GB-CHC-1063998,overseas_engagement,funds_partners_abroad,low
GB-CHC-1064023,sdg_primary,4,high
GB-CHC-1064023,sdg_secondary,11,high
GB-CHC-1064023,overseas_engagement,uk_fundraising_only,high
GB-CHC-1064037,sdg_primary,16,high
GB-CHC-1064037,overseas_engagement,operates_directly_abroad,high
GB-CHC-1064042,sdg_primary,4,high
GB-CHC-1064042,sdg_secondary,16,high
GB-CHC-1064042,overseas_engagement,uk_fundraising_only,high
GB-CHC-1064086,sdg_primary,1,high
GB-CHC-1064086,sdg_secondary,3,high
GB-CHC-1064086,sdg_secondary,4,high
GB-CHC-1064086,overseas_engagement,uk_fundraising_only,low
GB-CHC-1064092,sdg_primary,4,medium
GB-CHC-1064092,overseas_engagement,uk_fundraising_only,high
GB-CHC-1064133,sdg_primary,16,medium
GB-CHC-1064133,overseas_engagement,funds_partners_abroad,medium
GB-CHC-1064185,sdg_primary,14,high
GB-CHC-1064185,sdg_secondary,12,high
GB-CHC-1064185,sdg_secondary,13,high
GB-CHC-1064185,overseas_engagement,operates_directly_abroad,high
GB-CHC-1064214,sdg_primary,16,low
GB-CHC-1064214,overseas_engagement,uk_fundraising_only,low
GB-CHC-1064271,sdg_primary,1,medium
GB-CHC-1064271,sdg_secondary,3,medium
GB-CHC-1064271,sdg_secondary,16,medium
GB-CHC-1064271,overseas_engagement,operates_directly_abroad,high
GB-CHC-1064316,sdg_primary,10,high
GB-CHC-1064316,sdg_secondary,3,high
GB-CHC-1064316,sdg_secondary,4,high
GB-CHC-1064316,overseas_engagement,funds_partners_abroad,high
GB-CHC-1064319,sdg_primary,1,medium
GB-CHC-1064319,sdg_secondary,4,medium
GB-CHC-1064319,sdg_secondary,16,medium
GB-CHC-1064319,overseas_engagement,uk_fundraising_only,low
GB-CHC-1064353,sdg_primary,4,high
GB-CHC-1064353,overseas_engagement,funds_partners_abroad,high
GB-CHC-1064356,sdg_primary,16,low
GB-CHC-1064356,sdg_secondary,4,low
GB-CHC-1064356,overseas_engagement,operates_directly_abroad,medium
GB-CHC-1064370,sdg_primary,4,high
GB-CHC-1064370,overseas_engagement,funds_partners_abroad,high
GB-CHC-1064385,sdg_primary,3,high
GB-CHC-1064385,sdg_secondary,1,high
GB-CHC-1064385,sdg_secondary,4,high
GB-CHC-1064385,overseas_engagement,funds_partners_abroad,high
GB-CHC-1064407,sdg_primary,1,high
GB-CHC-1064407,sdg_secondary,4,high
GB-CHC-1064407,sdg_secondary,16,high
GB-CHC-1064407,overseas_engagement,operates_directly_abroad,high
GB-CHC-1064438,sdg_primary,4,high
GB-CHC-1064438,sdg_secondary,1,high
GB-CHC-1064438,overseas_engagement,funds_partners_abroad,high
GB-CHC-1064469,sdg_primary,3,high
GB-CHC-1064469,overseas_engagement,funds_partners_abroad,high
GB-CHC-1064541,sdg_primary,3,medium
GB-CHC-1064541,sdg_secondary,4,medium
GB-CHC-1064541,sdg_secondary,5,medium
GB-CHC-1064541,overseas_engagement,operates_directly_abroad,medium
GB-CHC-1064546,sdg_primary,16,medium
GB-CHC-1064546,sdg_secondary,1,medium
GB-CHC-1064546,sdg_secondary,3,medium
GB-CHC-1064546,overseas_engagement,uk_fundraising_only,low
GB-CHC-1064549,sdg_primary,3,high
GB-CHC-1064549,sdg_secondary,1,high
GB-CHC-1064549,sdg_secondary,4,high
GB-CHC-1064549,overseas_engagement,uk_fundraising_only,low
GB-CHC-1064590,sdg_primary,4,high
GB-CHC-1064590,sdg_secondary,1,high
GB-CHC-1064590,sdg_secondary,16,high
GB-CHC-1064590,overseas_engagement,operates_directly_abroad,high
GB-CHC-1064598,sdg_primary,11,high
GB-CHC-1064598,sdg_secondary,1,high
GB-CHC-1064598,sdg_secondary,16,high
GB-CHC-1064598,overseas_engagement,operates_directly_abroad,high
GB-CHC-1064610,sdg_primary,4,high
GB-CHC-1064610,sdg_secondary,3,high
GB-CHC-1064610,sdg_secondary,6,high
GB-CHC-1064610,overseas_engagement,operates_directly_abroad,high
GB-CHC-1064655,sdg_primary,4,high
GB-CHC-1064655,sdg_secondary,1,high
GB-CHC-1064655,overseas_engagement,uk_fundraising_only,low
GB-CHC-1064664,sdg_primary,15,high
GB-CHC-1064664,overseas_engagement,funds_partners_abroad,high
GB-CHC-1064672,sdg_primary,3,high
GB-CHC-1064672,sdg_secondary,4,high
GB-CHC-1064672,sdg_secondary,5,high
GB-CHC-1064672,overseas_engagement,operates_directly_abroad,high
GB-CHC-1064690,sdg_primary,1,high
GB-CHC-1064690,sdg_secondary,4,high
GB-CHC-1064690,sdg_secondary,16,high
GB-CHC-1064690,overseas_engagement,funds_partners_abroad,high
GB-CHC-1064736,sdg_primary,3,high
GB-CHC-1064736,overseas_engagement,uk_fundraising_only,high
GB-CHC-1064825,sdg_primary,1,high
GB-CHC-1064825,sdg_secondary,3,high
GB-CHC-1064825,sdg_secondary,4,high
GB-CHC-1064825,overseas_engagement,operates_directly_abroad,high
GB-CHC-1064838,sdg_primary,3,high
GB-CHC-1064838,sdg_secondary,1,high
GB-CHC-1064838,sdg_secondary,9,high
GB-CHC-1064838,overseas_engagement,funds_partners_abroad,medium
GB-CHC-1064899,sdg_primary,3,high
GB-CHC-1064899,sdg_secondary,4,high
GB-CHC-1064899,sdg_secondary,9,high
GB-CHC-1064899,overseas_engagement,funds_partners_abroad,high
GB-CHC-1064988,sdg_primary,4,medium
GB-CHC-1064988,sdg_secondary,1,medium
GB-CHC-1064988,sdg_secondary,5,medium
GB-CHC-1064988,overseas_engagement,operates_directly_abroad,high
GB-CHC-1065013,sdg_primary,15,high
GB-CHC-1065013,overseas_engagement,operates_directly_abroad,high
GB-CHC-1065035,sdg_primary,16,low
GB-CHC-1065035,sdg_secondary,1,low
GB-CHC-1065035,overseas_engagement,operates_directly_abroad,low
GB-CHC-1065102,sdg_primary,1,high
GB-CHC-1065102,overseas_engagement,uk_fundraising_only,high
GB-CHC-1065192,sdg_primary,4,medium
GB-CHC-1065192,sdg_secondary,1,medium
GB-CHC-1065192,sdg_secondary,16,medium
GB-CHC-1065192,overseas_engagement,operates_directly_abroad,medium
GB-CHC-1065558,sdg_primary,1,medium
GB-CHC-1065558,sdg_secondary,4,medium
GB-CHC-1065558,sdg_secondary,8,medium
GB-CHC-1065558,overseas_engagement,operates_directly_abroad,low
GB-CHC-1065635,sdg_primary,1,medium
GB-CHC-1065635,sdg_secondary,4,medium
GB-CHC-1065635,sdg_secondary,16,medium
GB-CHC-1065635,overseas_engagement,operates_directly_abroad,medium
GB-CHC-1065640,sdg_primary,4,low
GB-CHC-1065640,sdg_secondary,17,low
GB-CHC-1065640,overseas_engagement,uk_fundraising_only,high
GB-CHC-1065705,sdg_primary,16,high
GB-CHC-1065705,sdg_secondary,1,high
GB-CHC-1065705,sdg_secondary,4,high
GB-CHC-1065705,overseas_engagement,funds_partners_abroad,high
GB-CHC-1065723,sdg_primary,4,medium
GB-CHC-1065723,sdg_secondary,16,medium
GB-CHC-1065723,overseas_engagement,operates_directly_abroad,medium
GB-CHC-1065737,sdg_primary,11,low
GB-CHC-1065737,sdg_secondary,1,low
GB-CHC-1065737,overseas_engagement,operates_directly_abroad,high
GB-CHC-1065802,sdg_primary,4,high
GB-CHC-1065802,sdg_secondary,1,high
GB-CHC-1065802,sdg_secondary,16,high
GB-CHC-1065802,overseas_engagement,operates_directly_abroad,high
GB-CHC-1065840,sdg_primary,16,low
GB-CHC-1065840,overseas_engagement,uk_fundraising_only,low
GB-CHC-1065899,sdg_primary,1,low
GB-CHC-1065899,sdg_secondary,3,low
GB-CHC-1065899,sdg_secondary,4,low
GB-CHC-1065899,overseas_engagement,uk_fundraising_only,low
GB-CHC-1065904,sdg_primary,4,high
GB-CHC-1065904,sdg_secondary,9,high
GB-CHC-1065904,overseas_engagement,funds_partners_abroad,medium
GB-CHC-1065915,sdg_primary,10,medium
GB-CHC-1065915,sdg_secondary,1,medium
GB-CHC-1065915,sdg_secondary,4,medium
GB-CHC-1065915,overseas_engagement,funds_partners_abroad,high
GB-CHC-1065924,sdg_primary,12,high
GB-CHC-1065924,sdg_secondary,1,high
GB-CHC-1065924,sdg_secondary,13,high
GB-CHC-1065924,overseas_engagement,operates_directly_abroad,medium
GB-CHC-1065960,sdg_primary,11,low
GB-CHC-1065960,overseas_engagement,funds_partners_abroad,medium
GB-CHC-1065962,sdg_primary,16,low
GB-CHC-1065962,overseas_engagement,uk_fundraising_only,low
GB-CHC-1065972,sdg_primary,1,high
GB-CHC-1065972,sdg_secondary,3,high
GB-CHC-1065972,sdg_secondary,16,high
GB-CHC-1065972,overseas_engagement,operates_directly_abroad,high
GB-CHC-1066029,sdg_primary,1,medium
GB-CHC-1066029,sdg_secondary,2,medium
GB-CHC-1066029,sdg_secondary,16,medium
GB-CHC-1066029,overseas_engagement,funds_partners_abroad,medium
GB-CHC-1066039,sdg_primary,15,high
GB-CHC-1066039,sdg_secondary,4,high
GB-CHC-1066039,sdg_secondary,13,high
GB-CHC-1066039,overseas_engagement,operates_directly_abroad,high
GB-CHC-1066396,sdg_primary,1,high
GB-CHC-1066396,sdg_secondary,4,high
GB-CHC-1066396,sdg_secondary,10,high
GB-CHC-1066396,overseas_engagement,funds_partners_abroad,high
GB-CHC-1066532,sdg_primary,4,high
GB-CHC-1066532,sdg_secondary,3,high
GB-CHC-1066532,overseas_engagement,uk_fundraising_only,high
GB-CHC-1066536,sdg_primary,4,high
GB-CHC-1066536,sdg_secondary,16,high
GB-CHC-1066536,overseas_engagement,uk_fundraising_only,medium
GB-CHC-1066542,sdg_primary,3,high
GB-CHC-1066542,sdg_secondary,4,high
GB-CHC-1066542,sdg_secondary,5,high
GB-CHC-1066542,overseas_engagement,uk_fundraising_only,high
GB-CHC-1066566,sdg_primary,1,low
GB-CHC-1066566,sdg_secondary,4,low
GB-CHC-1066566,sdg_secondary,16,low
GB-CHC-1066566,overseas_engagement,funds_partners_abroad,medium
GB-CHC-1066665,sdg_primary,4,medium
GB-CHC-1066665,sdg_secondary,1,medium
GB-CHC-1066665,sdg_secondary,3,medium
GB-CHC-1066665,overseas_engagement,operates_directly_abroad,high
GB-CHC-1066780,sdg_primary,4,medium
GB-CHC-1066780,sdg_secondary,11,medium
GB-CHC-1066780,sdg_secondary,16,medium
GB-CHC-1066780,overseas_engagement,uk_fundraising_only,low
GB-CHC-1066806,sdg_primary,14,high
GB-CHC-1066806,sdg_secondary,4,high
GB-CHC-1066806,sdg_secondary,12,high
GB-CHC-1066806,overseas_engagement,operates_directly_abroad,high
GB-CHC-1066824,sdg_primary,3,high
GB-CHC-1066824,sdg_secondary,1,high
GB-CHC-1066824,sdg_secondary,4,high
GB-CHC-1066824,overseas_engagement,funds_partners_abroad,high
GB-CHC-1066832,sdg_primary,4,high
GB-CHC-1066832,sdg_secondary,1,high
GB-CHC-1066832,overseas_engagement,funds_partners_abroad,high
GB-CHC-1066834,sdg_primary,4,high
GB-CHC-1066834,sdg_secondary,1,high
GB-CHC-1066834,sdg_secondary,3,high
GB-CHC-1066834,overseas_engagement,funds_partners_abroad,high
GB-CHC-1066845,sdg_primary,4,high
GB-CHC-1066845,sdg_secondary,1,high
GB-CHC-1066845,sdg_secondary,8,high
GB-CHC-1066845,overseas_engagement,funds_partners_abroad,high
GB-CHC-1066846,sdg_primary,1,medium
GB-CHC-1066846,sdg_secondary,16,medium
GB-CHC-1066846,overseas_engagement,operates_directly_abroad,high
GB-CHC-1066856,sdg_primary,3,high
GB-CHC-1066856,sdg_secondary,4,high
GB-CHC-1066856,overseas_engagement,uk_fundraising_only,high
GB-CHC-1066869,sdg_primary,4,high
GB-CHC-1066869,sdg_secondary,1,high
GB-CHC-1066869,sdg_secondary,10,high
GB-CHC-1066869,overseas_engagement,funds_partners_abroad,high
GB-CHC-1066927,sdg_primary,4,high
GB-CHC-1066927,sdg_secondary,1,high
GB-CHC-1066927,overseas_engagement,uk_fundraising_only,high
GB-CHC-1067010,sdg_primary,3,high
